item_id;title;condition;thumbnail_id;catalog_product_id;listing_type_id;permalink;buying_mode;site_id;category_id;domain_id;thumbnail;currency_id;order_backend;price;original_price;sale_price;sold_quantity;available_quantity;official_store_id;use_thumbnail_id;accepts_mercadopago;tags;shipping;stop_time;seller_address;address;attributes;winner_item_id;catalog_listing;discounts;promotions;inventory_id;official_store_name;differential_pricing;variation_filters;variations_data;seller_id;nickname;car_dealer;real_estate_agency;_;registration_date;tags;car_dealer_logo;permalink;seller_reputation.level_id;seller_reputation.power_seller_status;seller_reputation.transactions.canceled;seller_reputation.transactions.completed;seller_reputation.transactions.period;seller_reputation.transactions.ratings.negative;seller_reputation.transactions.ratings.neutral;seller_reputation.transactions.ratings.positive;seller_reputation.transactions.total;seller_reputation.metrics.sales.period;seller_reputation.metrics.sales.completed;seller_reputation.metrics.claims.period;seller_reputation.metrics.claims.rate;seller_reputation.metrics.claims.value;seller_reputation.metrics.delayed_handling_time.period;seller_reputation.metrics.delayed_handling_time.rate;seller_reputation.metrics.delayed_handling_time.value;seller_reputation.metrics.cancellations.period;seller_reputation.metrics.cancellations.rate;seller_reputation.metrics.cancellations.value;eshop.eshop_id;eshop.seller;eshop.nick_name;eshop.eshop_status_id;eshop.site_id;eshop.eshop_experience;eshop.eshop_rubro;eshop.eshop_locations;eshop.eshop_logo_url;seller_reputation.metrics.delayed_handling_time.excluded.real_value;seller_reputation.metrics.delayed_handling_time.excluded.real_rate;seller_reputation.metrics.claims.excluded.real_value;seller_reputation.metrics.claims.excluded.real_rate;seller_reputation.metrics.cancellations.excluded.real_value;seller_reputation.metrics.cancellations.excluded.real_rate;quantity;amount;rate;currency_id
MCO877397746;Xiaomi Redmi Note 11s Dual Sim 128 Gb Gris Grafito 8 Gb Ram;new;670312-MLA52131542566_102022;MCO18983362;gold_special;https://www.mercadolibre.com.co/xiaomi-redmi-note-11s-dual-sim-128-gb-gris-grafito-8-gb-ram/p/MCO18983362;buy_it_now;MCO;MCO1055;MCO-CELLPHONES;http://http2.mlstatic.com/D_670312-MLA52131542566_102022-I.jpg;COP;1;994900;1799000.0;;500;1;;True;True;['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate'];{'store_pick_up': False, 'free_shipping': True, 'logistic_type': 'cross_docking', 'mode': 'me2', 'tags': ['self_service_in', 'mandatory_free_shipping'], 'promise': None};2042-03-27T04:00:00.000Z;{'comment': '', 'address_line': '', 'id': None, 'latitude': None, 'longitude': None, 'country': {'id': 'CO', 'name': 'Colombia'}, 'state': {'id': 'CO-DC', 'name': 'Bogotá D.C.'}, 'city': {'id': 'TUNPQ1NBTjkyOTU1', 'name': 'Santa Fe'}};{'state_id': 'CO-DC', 'state_name': 'Bogotá D.C.', 'city_id': 'TUNPQ1NBTjkyOTU1', 'city_name': 'Santa Fe'};[{'id': 'BRAND', 'name': 'Marca', 'value_id': '59387', 'value_name': 'Xiaomi', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '59387', 'name': 'Xiaomi', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'GPU_MODEL', 'name': 'Modelo de GPU', 'value_id': '10487118', 'value_name': 'Mali-G57 MC2', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '10487118', 'name': 'Mali-G57 MC2', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'value_id': '2230284', 'value_name': 'Nuevo', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 2860837171021627}], 'source': 2860837171021627, 'value_type': 'list'}, {'id': 'LINE', 'name': 'Línea', 'value_id': '199791', 'value_name': 'Redmi', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '199791', 'name': 'Redmi', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'MODEL', 'name': 'Modelo', 'value_id': '12361989', 'value_name': 'Note 11S', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '12361989', 'name': 'Note 11S', 'struct': None, 'source': 4709228965570453}], 'source': 4709228965570453, 'value_type': 'string'}, {'id': 'PROCESSOR_MODEL', 'name': 'Modelo del procesador', 'value_id': '11578048', 'value_name': 'MediaTek Helio G96', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '11578048', 'name': 'MediaTek Helio G96', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'WEIGHT', 'name': 'Peso', 'value_id': '2087825', 'value_name': '179 g', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': {'number': 179, 'unit': 'g'}, 'values': [{'id': '2087825', 'name': '179 g', 'struct': {'number': 179, 'unit': 'g'}, 'source': 1}], 'source': 1, 'value_type': 'number_unit'}];;True;;[];CJZQ73609;;;;;162681369;CELUMOVIL STORE;False;False;False;2014-07-16T15:56:16.000-04:00;['normal', 'mshops', 'messages_as_seller'];;http://perfil.mercadolibre.com.co/CELUMOVIL+STORE;5_green;platinum;1068;21388;historic;0.03;0.02;0.95;22456;60 days;4587;60 days;0.0054;26;60 days;0.0021;10;60 days;0.0006;3;;;;;;;;;;;;;;;;36;27636.11;0;COP
MCO1349872512;Xiaomi Redmi Note 12 Pro+ 5g Dual Sim 256 Gb Obsidian Black 8 Gb Ram;new;933725-MLA54384359928_032023;MCO22263907;gold_special;https://www.mercadolibre.com.co/xiaomi-redmi-note-12-pro-5g-dual-sim-256-gb-obsidian-black-8-gb-ram/p/MCO22263907;buy_it_now;MCO;MCO1055;MCO-CELLPHONES;http://http2.mlstatic.com/D_933725-MLA54384359928_032023-I.jpg;COP;2;1749900;2699900.0;;200;1;;True;True;['standard_price_by_channel', 'immediate_payment', 'cart_eligible', 'best_seller_candidate'];{'store_pick_up': False, 'free_shipping': True, 'logistic_type': 'cross_docking', 'mode': 'me2', 'tags': ['self_service_in', 'mandatory_free_shipping'], 'promise': None};2043-03-18T04:00:00.000Z;{'comment': '', 'address_line': '', 'id': None, 'latitude': None, 'longitude': None, 'country': {'id': 'CO', 'name': 'Colombia'}, 'state': {'id': 'CO-DC', 'name': 'Bogotá D.C.'}, 'city': {'id': 'TUNPQ1NBTjkyOTU1', 'name': 'Santa Fe'}};{'state_id': 'CO-DC', 'state_name': 'Bogotá D.C.', 'city_id': 'TUNPQ1NBTjkyOTU1', 'city_name': 'Santa Fe'};[{'id': 'BRAND', 'name': 'Marca', 'value_id': '59387', 'value_name': 'Xiaomi', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '59387', 'name': 'Xiaomi', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'GPU_MODEL', 'name': 'Modelo de GPU', 'value_id': '11405432', 'value_name': 'Mali-G68 MC4', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '11405432', 'name': 'Mali-G68 MC4', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'value_id': '2230284', 'value_name': 'Nuevo', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 2860837171021627}], 'source': 2860837171021627, 'value_type': 'list'}, {'id': 'LINE', 'name': 'Línea', 'value_id': '199791', 'value_name': 'Redmi', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '199791', 'name': 'Redmi', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'MODEL', 'name': 'Modelo', 'value_id': '17528473', 'value_name': 'Note 12 Pro+ 5G', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '17528473', 'name': 'Note 12 Pro+ 5G', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'PACKAGE_LENGTH', 'name': 'Largo del paquete', 'value_id': None, 'value_name': '18.6 cm', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': {'number': 18.6, 'unit': 'cm'}, 'values': [{'id': None, 'name': '18.6 cm', 'struct': {'number': 18.6, 'unit': 'cm'}, 'source': 4333789534002961}], 'source': 4333789534002961, 'value_type': 'number_unit'}, {'id': 'PACKAGE_WEIGHT', 'name': 'Peso del paquete', 'value_id': None, 'value_name': '660 g', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': {'number': 660, 'unit': 'g'}, 'values': [{'id': None, 'name': '660 g', 'struct': {'number': 660, 'unit': 'g'}, 'source': 4333789534002961}], 'source': 4333789534002961, 'value_type': 'number_unit'}, {'id': 'PROCESSOR_MODEL', 'name': 'Modelo del procesador', 'value_id': '16017256', 'value_name': 'MediaTek Dimensity 1080', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '16017256', 'name': 'MediaTek Dimensity 1080', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'WEIGHT', 'name': 'Peso', 'value_id': '17528470', 'value_name': '208.4 g', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': {'number': 208.4, 'unit': 'g'}, 'values': [{'id': '17528470', 'name': '208.4 g', 'struct': {'number': 208.4, 'unit': 'g'}, 'source': 1}], 'source': 1, 'value_type': 'number_unit'}];;True;;[];XEGE14271;;;;;162681369;CELUMOVIL STORE;False;False;False;2014-07-16T15:56:16.000-04:00;['normal', 'mshops', 'messages_as_seller'];;http://perfil.mercadolibre.com.co/CELUMOVIL+STORE;5_green;platinum;1068;21388;historic;0.03;0.02;0.95;22456;60 days;4587;60 days;0.0054;26;60 days;0.0021;10;60 days;0.0006;3;;;;;;;;;;;;;;;;36;48608.33;0;COP
MCO888584026;Xiaomi Redmi Note 11 (snapdragon) Dual Sim 128 Gb Gris Grafito 4 Gb Ram;new;805485-MLA52140683184_102022;MCO18924350;gold_special;https://www.mercadolibre.com.co/xiaomi-redmi-note-11-snapdragon-dual-sim-128-gb-gris-grafito-4-gb-ram/p/MCO18924350;buy_it_now;MCO;MCO1055;MCO-CELLPHONES;http://http2.mlstatic.com/D_805485-MLA52140683184_102022-I.jpg;COP;3;739900;1399000.0;;100;1;;True;True;['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed'];{'store_pick_up': False, 'free_shipping': True, 'logistic_type': 'fulfillment', 'mode': 'me2', 'tags': ['fulfillment', 'self_service_out', 'mandatory_free_shipping'], 'promise': None};2042-04-27T04:00:00.000Z;{'comment': '', 'address_line': '', 'id': None, 'latitude': None, 'longitude': None, 'country': {'id': 'CO', 'name': 'Colombia'}, 'state': {'id': 'CO-DC', 'name': 'Bogotá D.C.'}, 'city': {'id': 'TUNPQ1NBTjkyOTU1', 'name': 'Santa Fe'}};{'state_id': 'CO-DC', 'state_name': 'Bogotá D.C.', 'city_id': 'TUNPQ1NBTjkyOTU1', 'city_name': 'Santa Fe'};[{'id': 'BRAND', 'name': 'Marca', 'value_id': '59387', 'value_name': 'Xiaomi', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '59387', 'name': 'Xiaomi', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'GPU_MODEL', 'name': 'Modelo de GPU', 'value_id': '7671213', 'value_name': 'Adreno 610', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '7671213', 'name': 'Adreno 610', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'value_id': '2230284', 'value_name': 'Nuevo', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 2860837171021627}], 'source': 2860837171021627, 'value_type': 'list'}, {'id': 'LINE', 'name': 'Línea', 'value_id': '199791', 'value_name': 'Redmi', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '199791', 'name': 'Redmi', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'MODEL', 'name': 'Modelo', 'value_id': '11889214', 'value_name': 'Note 11 (Snapdragon)', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '11889214', 'name': 'Note 11 (Snapdragon)', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'PACKAGE_LENGTH', 'name': 'Largo del paquete', 'value_id': None, 'value_name': '17.4 cm', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': {'number': 17.4, 'unit': 'cm'}, 'values': [{'id': None, 'name': '17.4 cm', 'struct': {'unit': 'cm', 'number': 17.4}, 'source': 4333789534002961}], 'source': 4333789534002961, 'value_type': 'number_unit'}, {'id': 'PACKAGE_WEIGHT', 'name': 'Peso del paquete', 'value_id': None, 'value_name': '440 g', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': {'number': 440, 'unit': 'g'}, 'values': [{'id': None, 'name': '440 g', 'struct': {'number': 440, 'unit': 'g'}, 'source': 4333789534002961}], 'source': 4333789534002961, 'value_type': 'number_unit'}, {'id': 'PROCESSOR_MODEL', 'name': 'Modelo del procesador', 'value_id': '11674241', 'value_name': 'Snapdragon 680', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '11674241', 'name': 'Snapdragon 680', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'WEIGHT', 'name': 'Peso', 'value_id': '2087825', 'value_name': '179 g', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': {'number': 179, 'unit': 'g'}, 'values': [{'id': '2087825', 'name': '179 g', 'struct': {'unit': 'g', 'number': 179}, 'source': 1}], 'source': 1, 'value_type': 'number_unit'}];;True;;[];HEBY89757;;;;;162681369;CELUMOVIL STORE;False;False;False;2014-07-16T15:56:16.000-04:00;['normal', 'mshops', 'messages_as_seller'];;http://perfil.mercadolibre.com.co/CELUMOVIL+STORE;5_green;platinum;1068;21388;historic;0.03;0.02;0.95;22456;60 days;4587;60 days;0.0054;26;60 days;0.0021;10;60 days;0.0006;3;;;;;;;;;;;;;;;;36;20552.78;0;COP
MCO1518207822;Samsung Galaxy A22 5g Dual Sim 128 Gb Green 4 Gb Ram;new;678688-MLA48697047544_122021;MCO18360201;gold_special;https://www.mercadolibre.com.co/samsung-galaxy-a22-5g-dual-sim-128-gb-green-4-gb-ram/p/MCO18360201;buy_it_now;MCO;MCO1055;MCO-CELLPHONES;http://http2.mlstatic.com/D_678688-MLA48697047544_122021-I.jpg;COP;4;776625;;;25;1;;True;True;['immediate_payment', 'cart_eligible', 'best_seller_candidate'];{'store_pick_up': False, 'free_shipping': True, 'logistic_type': 'xd_drop_off', 'mode': 'me2', 'tags': ['self_service_in', 'mandatory_free_shipping'], 'promise': None};2043-04-24T04:00:00.000Z;{'comment': '', 'address_line': '', 'id': None, 'latitude': None, 'longitude': None, 'country': {'id': 'CO', 'name': 'Colombia'}, 'state': {'id': 'CO-VAC', 'name': 'Valle Del Cauca'}, 'city': {'id': 'TUNPQ0NBTDYyZDA0', 'name': 'Cali'}};{'state_id': 'CO-VAC', 'state_name': 'Valle Del Cauca', 'city_id': 'TUNPQ0NBTDYyZDA0', 'city_name': 'Cali'};[{'id': 'BRAND', 'name': 'Marca', 'value_id': '206', 'value_name': 'Samsung', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '206', 'name': 'Samsung', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'GPU_MODEL', 'name': 'Modelo de GPU', 'value_id': '10487118', 'value_name': 'Mali-G57 MC2', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '10487118', 'name': 'Mali-G57 MC2', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'value_id': '2230284', 'value_name': 'Nuevo', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 1505}], 'source': 1505, 'value_type': 'list'}, {'id': 'LINE', 'name': 'Línea', 'value_id': '322977', 'value_name': 'Galaxy A', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '322977', 'name': 'Galaxy A', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'MODEL', 'name': 'Modelo', 'value_id': '11521115', 'value_name': 'A22 5G Dual SIM', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '11521115', 'name': 'A22 5G Dual SIM', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'PROCESSOR_MODEL', 'name': 'Modelo del procesador', 'value_id': '10930278', 'value_name': 'MediaTek MT6833', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '10930278', 'name': 'MediaTek MT6833', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'WEIGHT', 'name': 'Peso', 'value_id': '2207820', 'value_name': '203 g', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': {'number': 203, 'unit': 'g'}, 'values': [{'id': '2207820', 'name': '203 g', 'struct': {'number': 203, 'unit': 'g'}, 'source': 1}], 'source': 1, 'value_type': 'number_unit'}];;True;;[];;;;;;687605437;DISTRIFC;False;False;False;2020-12-14T10:05:29.000-04:00;['normal', 'mshops', 'messages_as_seller'];;http://perfil.mercadolibre.com.co/DISTRIFC;5_green;;130;1911;historic;0.01;0.01;0.98;2041;60 days;294;60 days;0.0064;2;60 days;0.0;0;60 days;0.0;0;;;;;;;;;;;;;;;;36;21572.92;0;COP
MCO1022679002;Xiaomi Redmi 9a Dual Sim 32 Gb Azul Celeste 2 Gb Ram;new;871145-MLA48765111953_012022;MCO15927745;gold_special;https://www.mercadolibre.com.co/xiaomi-redmi-9a-dual-sim-32-gb-azul-celeste-2-gb-ram/p/MCO15927745;buy_it_now;MCO;MCO1055;MCO-CELLPHONES;http://http2.mlstatic.com/D_871145-MLA48765111953_012022-I.jpg;COP;5;343161;;;50;1;;True;True;['good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate'];{'store_pick_up': False, 'free_shipping': True, 'logistic_type': 'cross_docking', 'mode': 'me2', 'tags': ['mandatory_free_shipping'], 'promise': None};2042-10-22T04:00:00.000Z;{'comment': '', 'address_line': '', 'id': None, 'latitude': None, 'longitude': None, 'country': {'id': 'CO', 'name': 'Colombia'}, 'state': {'id': 'CO-ANT', 'name': 'Antioquia'}, 'city': {'id': 'TUNPQ01BUjdjNWY5', 'name': 'Marinilla'}};{'state_id': 'CO-ANT', 'state_name': 'Antioquia', 'city_id': 'TUNPQ01BUjdjNWY5', 'city_name': 'Marinilla'};[{'id': 'BRAND', 'name': 'Marca', 'value_id': '59387', 'value_name': 'Xiaomi', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '59387', 'name': 'Xiaomi', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'DETAILED_MODEL', 'name': 'Modelo detallado', 'value_id': '19271453', 'value_name': '9A', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '19271453', 'name': '9A', 'struct': None, 'source': 4709228965570453}], 'source': 4709228965570453, 'value_type': 'string'}, {'id': 'GPU_MODEL', 'name': 'Modelo de GPU', 'value_id': '7498817', 'value_name': 'PowerVR GE8320', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '7498817', 'name': 'PowerVR GE8320', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'value_id': '2230284', 'value_name': 'Nuevo', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 6808261514773724}], 'source': 6808261514773724, 'value_type': 'list'}, {'id': 'LINE', 'name': 'Línea', 'value_id': '199791', 'value_name': 'Redmi', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '199791', 'name': 'Redmi', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'MODEL', 'name': 'Modelo', 'value_id': '8786479', 'value_name': '9A', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '8786479', 'name': '9A', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'PROCESSOR_MODEL', 'name': 'Modelo del procesador', 'value_id': '11366988', 'value_name': 'MediaTek MT6762G Helio G25', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '11366988', 'name': 'MediaTek MT6762G Helio G25', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'WEIGHT', 'name': 'Peso', 'value_id': '2583040', 'value_name': '194 g', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': {'number': 194, 'unit': 'g'}, 'values': [{'id': '2583040', 'name': '194 g', 'struct': {'unit': 'g', 'number': 194}, 'source': 1}], 'source': 1, 'value_type': 'number_unit'}];;True;;[];;;;;;724378011;MASTRONICS COLOMBIA;False;False;False;2021-05-25T14:05:13.000-04:00;['normal', 'mshops', 'messages_as_seller'];;http://perfil.mercadolibre.com.co/MASTRONICS+COLOMBIA;5_green;platinum;282;3506;historic;0.07;0.04;0.89;3788;60 days;733;60 days;0.0177;14;60 days;0.045;34;60 days;0.0025;2;;;;;;;;;;;;;;;;36;9532.25;0;COP
MCO1165977808;Apple iPhone 13 (128 Gb) - Azul;new;619667-MLA47781882790_102021;MCO18500846;gold_special;https://www.mercadolibre.com.co/apple-iphone-13-128-gb-azul/p/MCO18500846;buy_it_now;MCO;MCO1055;MCO-CELLPHONES;http://http2.mlstatic.com/D_619667-MLA47781882790_102021-I.jpg;COP;6;3899900;5010900.0;;25;1;;True;True;['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate'];{'store_pick_up': False, 'free_shipping': True, 'logistic_type': 'cross_docking', 'mode': 'me2', 'tags': ['self_service_in', 'mandatory_free_shipping'], 'promise': None};2042-12-24T04:00:00.000Z;{'comment': '', 'address_line': '', 'id': None, 'latitude': None, 'longitude': None, 'country': {'id': 'CO', 'name': 'Colombia'}, 'state': {'id': 'CO-DC', 'name': 'Bogotá D.C.'}, 'city': {'id': 'TUNPQ0NIQTk2OTI1', 'name': 'Chapinero'}};{'state_id': 'CO-DC', 'state_name': 'Bogotá D.C.', 'city_id': 'TUNPQ0NIQTk2OTI1', 'city_name': 'Chapinero'};[{'id': 'BRAND', 'name': 'Marca', 'value_id': '9344', 'value_name': 'Apple', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '9344', 'name': 'Apple', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'GPU_MODEL', 'name': 'Modelo de GPU', 'value_id': '7741027', 'value_name': 'Apple GPU', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '7741027', 'name': 'Apple GPU', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'value_id': '2230284', 'value_name': 'Nuevo', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 3045741222775799}], 'source': 3045741222775799, 'value_type': 'list'}, {'id': 'LINE', 'name': 'Línea', 'value_id': '58993', 'value_name': 'iPhone', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '58993', 'name': 'iPhone', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'MODEL', 'name': 'Modelo', 'value_id': '11159139', 'value_name': 'iPhone 13', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '11159139', 'name': 'iPhone 13', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'PROCESSOR_MODEL', 'name': 'Modelo del procesador', 'value_id': '11151775', 'value_name': 'Apple A15 Bionic', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': None, 'values': [{'id': '11151775', 'name': 'Apple A15 Bionic', 'struct': None, 'source': 1}], 'source': 1, 'value_type': 'string'}, {'id': 'WEIGHT', 'name': 'Peso', 'value_id': '462013', 'value_name': '173 g', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_struct': {'number': 173, 'unit': 'g'}, 'values': [{'id': '462013', 'name': '173 g', 'struct': {'unit': 'g', 'number': 173}, 'source': 1}], 'source': 1, 'value_type': 'number_unit'}];;True;;[];QTJU21387;;;;;409975477;CELULARES 99;False;False;False;2019-02-25T14:51:41.000-04:00;['normal', 'mshops', 'messages_as_seller'];;http://perfil.mercadolibre.com.co/CELULARES+99;5_green;silver;138;1497;historic;0.04;0.01;0.95;1635;60 days;234;60 days;0.004;1;60 days;0.0131;3;60 days;0.004;1;;;;;;;;;;;;;;;;36;108330.56;0;COP
